Age,Gender,Salary,JobRole,JobSatisfaction,WorkLifeBalance,YearsAtCompany,Overtime,DistanceFromHome,EducationLevel,PerformanceRating,MaritalStatus,Attrition
34,Female,93226,HR,2,3,26,Yes,39,3,1,Single,Yes
44,Female,71728,Sales,5,1,23,Yes,25,5,2,Married,Yes
29,Male,80401,Technician,5,4,18,Yes,13,5,3,Divorced,No
39,Female,91226,HR,5,3,8,Yes,4,2,2,Single,No
33,Female,50103,Manager,4,2,23,Yes,6,1,4,Married,Yes
52,Female,59263,Sales,2,3,1,No,11,4,3,Divorced,Yes
35,Male,101621,Manager,3,4,21,Yes,1,4,1,Divorced,No
55,Male,75044,Sales,2,2,19,No,8,3,2,Single,Yes
39,Female,82730,Manager,1,4,18,Yes,34,4,1,Single,Yes
55,Male,50825,Manager,3,1,26,No,9,4,3,Single,No
32,Male,101256,HR,2,3,5,Yes,36,2,4,Divorced,Yes
33,Male,62271,HR,3,2,9,Yes,39,1,4,Married,No
36,Male,102256,Sales,1,4,12,Yes,37,5,4,Divorced,Yes
52,Male,71732,Technician,3,1,24,Yes,21,2,1,Divorced,Yes
50,Female,91433,HR,5,2,1,Yes,20,5,4,Single,Yes
47,Male,107630,HR,4,3,9,No,38,2,4,Married,No
39,Male,48572,Engineer,1,3,9,Yes,1,2,1,Divorced,Yes
53,Male,63546,HR,3,4,25,Yes,35,4,1,Single,No
43,Female,40150,Technician,1,2,4,Yes,28,5,3,Single,Yes
59,Female,79165,Engineer,5,1,21,No,7,2,4,Married,No
38,Female,88690,Manager,4,1,3,No,9,4,3,Married,No
44,Male,78664,Manager,1,1,22,No,1,3,2,Single,Yes
45,Female,107335,Engineer,5,4,1,No,36,5,2,Married,No
29,Female,100199,Engineer,5,1,6,No,34,2,2,Married,No
27,Female,61948,Engineer,5,2,17,No,34,3,2,Divorced,No
26,Female,62030,Sales,3,4,16,Yes,17,4,1,Married,No
50,Male,52007,Technician,2,3,10,Yes,32,2,3,Single,Yes
49,Female,116207,Technician,1,4,20,Yes,2,4,3,Married,Yes
32,Female,115921,Manager,2,4,17,No,36,4,1,Divorced,Yes
22,Male,101772,Manager,5,4,7,Yes,25,4,2,Married,No
40,Male,47024,Manager,2,2,27,Yes,26,5,3,Divorced,Yes
30,Female,64384,HR,5,3,27,No,26,3,4,Married,No
48,Male,107912,Manager,5,3,11,Yes,21,3,1,Married,No
55,Female,43157,Engineer,4,4,23,Yes,18,1,1,Single,Yes
25,Male,110481,Manager,4,4,0,Yes,29,2,4,Single,Yes
57,Male,113553,Engineer,2,4,19,No,24,4,2,Married,No
39,Female,26756,Sales,1,2,29,No,28,2,2,Married,Yes
36,Male,93112,HR,2,2,24,Yes,12,3,3,Divorced,Yes
34,Female,116003,HR,1,1,20,Yes,11,3,4,Divorced,Yes
40,Male,83051,Technician,2,3,11,No,27,4,3,Single,No
27,Female,89595,Sales,3,1,26,No,23,5,2,Married,No
33,Male,103210,Engineer,3,1,25,No,33,4,3,Married,No
58,Male,68094,Sales,1,4,28,No,16,4,4,Divorced,No
38,Male,112889,HR,4,2,5,Yes,28,1,4,Married,Yes
44,Male,29535,Engineer,1,1,2,No,28,5,4,Married,Yes
47,Male,81035,Sales,2,1,4,Yes,38,2,2,Married,Yes
50,Female,72367,HR,5,1,13,No,6,5,1,Divorced,Yes
54,Male,42118,Engineer,3,4,11,Yes,29,4,1,Divorced,No
48,Female,84812,Engineer,5,4,12,No,34,4,1,Divorced,No
46,Female,84884,HR,3,2,12,No,3,4,3,Married,No
31,Female,91168,Engineer,2,1,28,No,6,4,4,Divorced,Yes
44,Male,38280,HR,3,1,16,Yes,38,4,2,Single,No
42,Female,39746,Manager,1,2,23,Yes,13,5,1,Single,Yes
42,Male,78251,Manager,5,2,26,Yes,36,4,1,Divorced,Yes
34,Female,109821,Engineer,5,2,14,Yes,15,3,3,Divorced,Yes
58,Female,108583,Engineer,2,3,5,No,6,3,3,Married,No
54,Female,35207,HR,5,2,11,No,33,1,1,Divorced,Yes
45,Female,96127,Engineer,2,4,1,No,12,2,4,Divorced,Yes
32,Female,52757,Technician,4,3,3,Yes,13,3,4,Single,No
38,Male,41226,Manager,1,2,19,No,33,1,3,Single,Yes
25,Female,86407,Engineer,3,4,24,No,28,5,3,Single,No
46,Female,52206,Engineer,3,2,24,No,36,2,4,Single,No
51,Male,45256,Sales,3,2,20,Yes,5,4,3,Divorced,No
30,Male,58822,Engineer,4,3,11,Yes,25,4,3,Single,No
42,Male,66340,Technician,1,4,2,No,17,5,4,Married,No
41,Female,77234,Manager,5,1,16,Yes,37,2,4,Married,No
40,Female,68351,Sales,5,2,5,Yes,19,3,2,Divorced,Yes
40,Female,73671,HR,1,3,23,No,35,2,3,Married,No
33,Female,100320,HR,1,4,16,No,34,1,3,Single,No
58,Female,60157,Manager,3,2,26,Yes,6,5,2,Single,Yes
38,Female,44937,HR,5,1,16,Yes,19,3,3,Married,Yes
58,Male,79290,Technician,1,4,10,No,1,2,3,Divorced,No
49,Male,71707,Engineer,5,4,22,No,7,2,1,Single,No
56,Female,36219,Manager,1,3,6,No,34,3,1,Single,Yes
39,Female,34399,Sales,2,2,1,No,19,1,1,Married,Yes
35,Female,52657,Engineer,3,2,18,No,33,1,2,Divorced,No
56,Female,45047,HR,1,4,1,No,26,2,3,Divorced,Yes
28,Female,101095,HR,4,2,21,No,27,4,2,Married,No
34,Male,110693,Sales,1,4,28,Yes,38,3,2,Single,Yes
39,Male,97154,Technician,2,1,12,Yes,26,1,3,Married,Yes
58,Female,69891,Sales,4,3,23,No,35,1,4,Married,No
34,Male,31780,Manager,4,2,23,Yes,20,1,4,Married,Yes
57,Female,52050,Sales,1,2,15,Yes,24,5,3,Single,Yes
52,Female,98551,HR,2,3,16,No,21,4,4,Single,No
23,Female,93666,Technician,4,1,10,No,26,1,1,Married,No
37,Male,118619,Technician,3,1,8,No,20,4,3,Divorced,No
30,Male,107016,Sales,3,1,26,Yes,6,2,2,Married,Yes
30,Female,78010,Manager,5,1,23,No,3,2,1,Single,Yes
59,Male,63165,HR,5,1,8,No,10,5,2,Divorced,No
32,Male,36528,Engineer,2,4,28,Yes,12,4,4,Divorced,Yes
43,Female,74608,Technician,4,2,13,No,33,3,3,Single,No
54,Male,30914,Sales,3,2,12,Yes,22,5,1,Single,Yes
57,Male,62136,Manager,3,2,24,Yes,16,1,3,Married,Yes
44,Female,36179,Manager,2,4,10,No,17,2,1,Single,Yes
55,Female,111008,HR,4,3,11,No,10,2,1,Divorced,No
30,Male,37076,Technician,2,1,21,No,12,3,1,Married,Yes
45,Female,49783,HR,1,3,2,Yes,19,5,3,Married,Yes
29,Male,71716,Engineer,3,1,0,No,23,4,1,Divorced,Yes
28,Female,75298,Engineer,2,1,26,Yes,10,2,1,Single,Yes
57,Female,79304,Engineer,2,3,7,No,10,1,3,Married,No
39,Female,104360,Manager,1,2,25,No,10,3,2,Divorced,Yes
24,Female,94835,Technician,5,4,18,No,39,3,4,Divorced,No
49,Male,33118,HR,3,3,12,No,30,3,3,Divorced,No
27,Female,101292,HR,2,2,6,Yes,4,1,3,Single,Yes
42,Female,81911,Engineer,3,1,12,No,1,3,1,Single,No
49,Female,98489,Technician,5,2,25,No,19,4,3,Single,No
22,Male,40185,Technician,2,1,5,No,5,4,3,Single,Yes
57,Male,66792,Sales,1,1,2,No,30,5,4,Divorced,Yes
42,Female,105210,Technician,3,2,5,Yes,26,5,3,Married,No
56,Female,75613,Technician,1,1,27,Yes,34,4,1,Divorced,Yes
34,Female,58927,HR,5,4,2,No,2,1,4,Married,No
31,Female,25386,Technician,5,2,12,Yes,24,5,3,Married,Yes
31,Female,117153,Technician,3,3,12,No,14,3,1,Married,No
34,Female,97728,HR,5,1,29,Yes,13,4,4,Single,Yes
58,Male,101281,Technician,4,1,24,No,29,2,3,Divorced,No
59,Female,55020,HR,3,4,12,Yes,1,1,1,Married,Yes
45,Female,67678,Sales,4,4,0,Yes,34,1,4,Divorced,Yes
23,Female,111695,Manager,5,3,28,Yes,4,4,1,Single,No
43,Female,86394,HR,3,1,7,Yes,28,2,4,Married,Yes
38,Female,93945,HR,4,3,4,Yes,19,1,3,Single,No
57,Female,81414,Technician,5,3,19,No,1,5,2,Single,No
35,Male,79816,HR,2,1,16,Yes,36,2,4,Divorced,Yes
31,Male,80918,Engineer,2,3,8,No,13,3,3,Married,No
56,Male,116281,Engineer,1,3,12,No,5,5,4,Single,No
46,Male,87694,Sales,2,4,24,No,33,2,2,Divorced,No
24,Male,54455,HR,4,4,12,No,14,4,1,Married,No
59,Male,63735,Technician,2,3,4,No,16,1,2,Married,No
38,Female,119702,Technician,3,1,13,No,32,5,2,Single,No
33,Female,118608,Manager,3,4,10,No,27,4,1,Single,No
45,Female,37109,Sales,3,3,24,No,35,2,2,Single,No
50,Female,70802,Technician,2,2,25,No,3,3,3,Single,Yes
46,Female,93020,Manager,2,2,13,No,4,1,4,Married,Yes
57,Female,59622,Technician,1,3,24,No,7,1,2,Single,No
47,Male,27597,Manager,5,2,6,Yes,13,5,4,Single,Yes
59,Female,65597,Engineer,1,4,23,No,3,4,4,Single,No
22,Male,65954,Engineer,4,1,16,No,17,2,1,Married,No
41,Male,94519,Technician,3,3,3,No,10,2,2,Divorced,No
49,Female,81115,Sales,2,4,9,Yes,1,4,1,Divorced,Yes
37,Female,68151,HR,5,1,9,Yes,28,1,1,Married,Yes
38,Female,42040,Sales,5,2,14,No,10,4,4,Divorced,No
49,Female,69772,Sales,2,2,19,Yes,7,2,3,Married,Yes
33,Female,88832,HR,1,2,11,Yes,39,4,4,Single,Yes
48,Female,52916,Engineer,5,2,8,No,3,1,1,Divorced,No
51,Female,69871,Engineer,1,4,2,No,7,5,2,Married,No
55,Male,51372,HR,2,4,14,Yes,9,1,3,Married,Yes
58,Female,86707,Manager,1,1,11,Yes,35,3,3,Single,Yes
27,Female,64080,Sales,3,3,25,No,26,3,2,Married,No
28,Male,67722,Technician,2,1,14,No,5,4,2,Divorced,Yes
53,Female,54048,Engineer,2,3,25,No,13,1,3,Single,No
53,Female,110205,Technician,5,2,0,No,30,1,1,Married,Yes
46,Male,34777,HR,5,2,14,No,39,2,3,Single,No
54,Female,79711,Technician,5,2,10,No,10,5,3,Married,No
28,Female,61331,Technician,3,2,4,Yes,23,1,3,Divorced,Yes
33,Female,45968,Sales,3,4,6,No,11,4,1,Divorced,No
37,Female,78969,HR,4,1,11,No,12,2,2,Single,No
37,Female,36292,Technician,2,3,19,Yes,13,2,2,Married,Yes
57,Female,65794,Engineer,5,3,24,No,16,4,2,Single,No
34,Male,104459,HR,2,4,5,No,9,4,1,Single,Yes
28,Female,75192,Engineer,1,2,21,Yes,10,1,1,Divorced,Yes
57,Female,52703,Manager,3,1,2,Yes,29,1,2,Single,Yes
30,Male,109193,Technician,4,2,9,No,9,2,4,Married,No
53,Male,94165,HR,1,4,25,Yes,33,2,4,Divorced,Yes
32,Female,92650,Engineer,2,3,20,No,24,5,2,Married,No
29,Male,81516,Technician,3,4,25,No,35,2,4,Single,No
54,Female,116110,Sales,5,3,21,Yes,11,4,4,Divorced,No
44,Female,47257,Engineer,1,1,29,No,39,4,2,Married,Yes
46,Male,108509,Engineer,3,3,3,No,13,5,2,Married,No
29,Female,116273,Manager,2,1,12,No,23,3,1,Single,Yes
43,Female,76672,Sales,2,2,18,No,25,3,4,Married,Yes
25,Male,88308,Manager,1,2,4,Yes,16,4,4,Single,Yes
24,Male,102583,Sales,1,4,22,Yes,21,3,2,Single,Yes
50,Male,47113,Engineer,1,1,26,No,10,3,3,Single,Yes
50,Male,25694,Manager,4,2,21,No,19,5,2,Single,No
55,Female,40588,Technician,5,1,17,No,35,2,1,Divorced,No
55,Male,86756,Sales,3,2,0,No,28,2,3,Married,Yes
49,Male,89085,Engineer,2,2,20,No,2,3,3,Married,Yes
34,Male,86142,HR,2,3,20,Yes,30,1,3,Divorced,Yes
36,Male,89373,Sales,5,4,27,Yes,5,5,1,Single,No
44,Male,110603,Sales,1,3,15,Yes,38,3,4,Single,Yes
47,Female,31704,Technician,1,1,15,No,15,1,2,Single,Yes
25,Male,65136,Sales,2,2,15,No,36,1,1,Single,Yes
47,Female,92507,Sales,5,4,27,No,3,5,1,Divorced,No
30,Male,72361,Technician,2,2,21,Yes,24,2,3,Married,Yes
26,Male,83847,Technician,1,2,18,No,12,4,3,Single,Yes
53,Male,36441,Manager,3,3,15,Yes,8,1,1,Single,No
41,Male,39677,Engineer,1,1,0,No,14,4,4,Single,Yes
32,Male,52818,Engineer,3,4,19,No,18,4,3,Married,No
36,Male,26868,Manager,4,4,19,No,20,5,1,Married,No
53,Male,108591,Engineer,5,4,9,No,23,2,3,Divorced,No
49,Male,92264,Sales,4,1,1,Yes,5,5,2,Married,Yes
43,Female,98168,Manager,1,4,13,No,1,1,2,Married,No
38,Male,37043,Manager,5,1,7,No,2,2,2,Single,No
47,Female,96939,Engineer,1,4,5,Yes,16,3,3,Married,Yes
28,Male,40732,HR,5,2,27,Yes,5,2,3,Single,Yes
47,Female,80244,Engineer,5,1,2,Yes,22,5,4,Divorced,No
46,Male,43526,HR,1,3,15,No,1,5,2,Single,No
31,Male,34340,Manager,1,4,16,No,12,4,4,Divorced,No
40,Male,47394,HR,5,3,11,No,19,3,1,Married,No
32,Female,29102,Sales,5,1,26,No,22,2,1,Divorced,No
34,Female,44159,Technician,1,2,18,Yes,17,3,2,Single,Yes
29,Female,90092,HR,1,3,23,Yes,13,4,4,Married,Yes
25,Female,31212,Technician,2,3,19,Yes,39,3,3,Married,Yes
52,Male,62405,Sales,2,2,2,Yes,28,3,4,Single,Yes
49,Male,102061,Technician,2,2,12,Yes,3,2,1,Married,Yes
32,Male,119296,Sales,4,1,15,No,5,3,4,Single,No
22,Female,80186,Technician,5,4,10,No,36,4,1,Divorced,No
59,Male,69239,Technician,3,3,19,No,15,1,1,Divorced,No
45,Female,117993,Engineer,4,3,26,Yes,17,1,4,Married,No
52,Female,35532,HR,5,1,15,Yes,29,5,3,Single,Yes
47,Female,104054,Technician,3,4,19,No,4,1,1,Single,No
26,Female,97012,Manager,2,1,1,No,32,2,4,Divorced,Yes
41,Female,110279,Engineer,3,3,3,No,38,5,1,Single,No
32,Male,91540,HR,1,3,26,No,4,1,2,Married,No
54,Female,28271,Engineer,1,2,27,No,13,1,3,Married,Yes
59,Female,70482,HR,5,2,24,No,20,5,2,Divorced,No
48,Male,25209,Sales,4,4,3,Yes,18,2,1,Single,Yes
55,Female,115999,Technician,2,3,27,No,37,5,3,Married,No
36,Female,30539,Manager,5,3,16,Yes,12,2,4,Married,No
53,Male,44977,Engineer,2,2,0,No,25,2,4,Married,Yes
42,Male,99142,Engineer,1,1,0,Yes,30,4,3,Single,Yes
26,Male,93684,Engineer,4,1,29,Yes,15,1,2,Divorced,No
27,Female,30607,Engineer,4,3,4,Yes,36,1,2,Divorced,No
59,Male,110122,Technician,1,3,21,No,8,3,3,Married,No
43,Male,119786,HR,3,4,11,No,28,5,4,Divorced,No
39,Male,76939,Technician,4,4,5,No,22,4,3,Married,No
35,Female,43594,Sales,3,2,5,No,38,1,2,Married,No
31,Male,83382,Technician,2,3,24,Yes,16,3,1,Single,Yes
34,Female,32399,Technician,4,1,16,No,5,4,4,Married,No
52,Female,50117,Sales,1,4,25,No,34,2,3,Married,No
51,Male,58617,Technician,3,2,21,No,38,1,1,Single,Yes
24,Female,32498,HR,2,2,12,Yes,11,5,2,Single,Yes
51,Female,75624,Manager,2,1,7,Yes,2,4,4,Divorced,Yes
27,Male,34628,Sales,4,4,23,No,25,3,3,Single,No
50,Female,25329,Engineer,4,1,11,No,25,5,2,Married,No
29,Male,63619,HR,5,2,14,No,1,2,3,Single,No
54,Female,32032,Manager,5,3,18,No,31,5,3,Single,No
38,Female,73094,HR,4,1,28,Yes,5,3,4,Divorced,Yes
32,Male,63034,HR,5,2,20,No,4,2,2,Single,No
34,Male,111158,Engineer,1,3,25,No,5,3,2,Married,No
32,Female,80264,Manager,1,3,19,Yes,5,1,1,Married,Yes
52,Female,119120,HR,5,4,27,No,16,3,2,Married,No
49,Male,72850,Engineer,4,4,16,No,18,5,2,Single,No
27,Female,29722,Sales,1,2,8,No,17,1,4,Single,Yes
37,Female,42772,Engineer,2,1,20,Yes,35,1,1,Married,Yes
25,Female,111105,Technician,4,3,17,Yes,18,4,4,Single,No
56,Female,66679,Engineer,3,4,27,No,4,5,2,Divorced,No
47,Male,93771,Engineer,3,4,1,No,31,5,1,Divorced,Yes
33,Male,29576,Engineer,4,1,10,Yes,31,2,4,Divorced,Yes
32,Male,51707,HR,5,4,22,Yes,9,3,1,Divorced,No
58,Male,66632,Manager,1,2,19,Yes,31,3,2,Married,Yes
46,Male,66476,Engineer,1,1,16,No,5,5,1,Single,Yes
39,Male,55285,Engineer,4,3,20,Yes,36,3,1,Divorced,Yes
40,Female,49154,Technician,2,2,17,Yes,16,5,1,Married,Yes
44,Male,45054,Technician,5,3,14,Yes,16,1,2,Divorced,No
59,Female,42165,Sales,2,3,6,No,20,3,2,Single,No
39,Female,39439,Sales,4,4,15,Yes,30,3,1,Divorced,Yes
47,Female,69518,Technician,4,2,24,No,26,5,4,Divorced,No
27,Male,113051,Manager,2,2,28,No,31,5,4,Divorced,Yes
25,Female,51962,Sales,3,1,0,No,15,2,2,Divorced,Yes
50,Male,78934,Manager,4,2,27,No,38,3,3,Single,No
55,Female,62763,Technician,5,1,17,Yes,38,4,4,Married,No
38,Female,89094,Sales,2,2,26,No,20,5,1,Divorced,Yes
37,Male,44464,Engineer,3,3,21,No,35,4,3,Married,No
23,Female,67036,Technician,2,1,7,No,23,1,2,Single,Yes
55,Female,58270,Sales,3,2,6,Yes,39,1,4,Single,Yes
29,Female,67299,Manager,3,1,24,Yes,25,4,3,Divorced,No
34,Female,110805,Manager,5,4,29,Yes,22,1,2,Married,No
29,Male,56541,Sales,4,4,1,Yes,8,4,2,Divorced,Yes
51,Female,98545,Manager,3,1,11,No,9,2,1,Single,No
53,Female,107543,Sales,4,1,15,No,15,2,4,Divorced,No
57,Male,116998,Sales,5,3,8,No,20,1,3,Divorced,No
51,Female,102078,Manager,4,2,19,Yes,35,4,1,Married,Yes
22,Female,107970,HR,1,4,10,Yes,37,4,4,Single,Yes
38,Female,54765,Engineer,3,4,14,Yes,3,4,3,Divorced,No
41,Female,48769,Technician,5,2,2,No,34,1,2,Divorced,No
45,Male,113001,Engineer,2,4,22,No,34,4,2,Divorced,No
43,Female,112404,Technician,5,4,20,No,36,5,4,Married,No
50,Male,45156,Technician,3,1,12,Yes,35,4,1,Single,Yes
43,Female,110836,Engineer,5,4,20,Yes,9,5,3,Divorced,No
30,Female,75481,Sales,2,4,27,No,30,2,3,Divorced,No
58,Female,38435,Manager,1,4,12,Yes,26,5,2,Divorced,Yes
31,Male,94650,HR,3,2,1,No,12,2,4,Single,Yes
57,Female,71336,HR,3,3,5,No,24,1,1,Married,No
58,Female,61135,HR,5,1,5,Yes,19,2,2,Married,Yes
49,Male,98631,Engineer,4,3,11,No,16,2,2,Divorced,No
49,Male,62909,Engineer,4,4,3,No,26,4,1,Divorced,No
42,Male,94487,Sales,2,4,4,No,23,3,3,Married,No
45,Male,46468,HR,1,4,22,No,33,2,3,Married,No
23,Female,117609,Sales,1,3,29,No,30,5,4,Married,No
29,Female,72655,HR,5,2,7,Yes,23,1,2,Divorced,Yes
48,Female,59341,Engineer,5,2,5,No,10,5,4,Divorced,No
43,Female,89182,Manager,4,1,20,Yes,36,1,3,Married,Yes
58,Male,76786,Manager,1,3,27,No,31,5,1,Married,Yes
48,Female,93304,Manager,1,2,2,Yes,22,2,3,Single,Yes
50,Female,71514,Manager,1,1,22,Yes,38,3,3,Divorced,Yes
24,Female,58979,Technician,2,4,7,Yes,2,2,2,Single,Yes
34,Female,115887,HR,2,4,18,No,23,4,3,Married,No
31,Male,105981,Manager,5,1,20,Yes,35,5,4,Divorced,Yes
57,Female,80107,Technician,4,2,10,No,37,3,1,Divorced,Yes
30,Female,26160,Technician,3,3,17,No,32,5,2,Single,No
48,Female,112897,Technician,4,1,9,Yes,12,4,1,Single,Yes
55,Male,97577,Sales,2,2,25,Yes,35,4,4,Single,Yes
22,Male,109303,Sales,2,1,27,No,3,4,4,Single,Yes
53,Female,35846,Technician,5,2,19,No,34,2,3,Divorced,No
46,Female,44924,Manager,3,4,11,No,38,2,4,Married,No
50,Female,38882,HR,1,1,19,Yes,24,3,3,Married,Yes
28,Male,105274,Engineer,3,3,27,No,38,4,2,Married,No
24,Female,111555,Sales,3,1,28,No,17,2,1,Single,Yes
41,Female,26095,Manager,3,4,7,No,1,1,3,Married,No
41,Female,65983,Manager,5,4,18,No,8,1,3,Single,No
51,Male,39123,Engineer,2,2,20,No,15,2,2,Single,Yes
56,Female,118668,Engineer,1,4,15,No,25,3,4,Married,No
56,Female,91615,Manager,3,2,26,No,8,5,3,Married,No
48,Male,70278,Engineer,1,4,20,No,32,4,4,Married,No
47,Male,115290,Manager,3,2,17,No,13,2,3,Divorced,No
35,Female,76999,Engineer,2,3,8,No,15,3,4,Single,No
38,Male,56153,Engineer,1,2,3,No,6,5,3,Divorced,Yes
39,Female,43344,Manager,4,2,8,No,33,3,1,Married,No
50,Male,62656,Technician,2,3,24,Yes,7,5,1,Divorced,Yes
41,Male,95515,Manager,1,2,1,No,33,1,1,Divorced,Yes
48,Female,26212,HR,3,2,8,No,29,5,3,Married,No
39,Female,34001,Engineer,3,3,8,No,38,1,4,Married,No
25,Female,103784,Sales,2,4,17,No,37,4,2,Single,No
22,Male,106144,Engineer,2,1,10,No,32,2,2,Single,Yes
22,Female,61427,HR,3,2,12,Yes,3,1,2,Divorced,Yes
47,Female,56368,Sales,1,4,5,No,20,3,1,Married,Yes
41,Female,95819,Sales,4,1,8,Yes,14,5,1,Single,Yes
44,Female,86160,Manager,5,3,15,No,28,3,1,Single,No
31,Female,50854,Technician,2,2,3,Yes,38,1,4,Divorced,Yes
32,Male,35715,Manager,3,2,1,Yes,4,3,1,Divorced,Yes
26,Female,106701,Sales,1,3,6,No,15,5,4,Divorced,No
22,Female,83784,Sales,2,2,14,Yes,17,2,4,Married,Yes
38,Male,51797,Technician,1,1,24,Yes,37,3,4,Single,Yes
43,Female,72573,Engineer,2,1,5,No,24,4,3,Single,Yes
55,Female,101120,Technician,3,3,10,Yes,38,5,2,Single,No
50,Female,39780,Manager,1,2,26,Yes,36,5,4,Divorced,Yes
25,Female,62905,Engineer,3,4,29,Yes,8,4,2,Married,No
26,Female,46573,Manager,1,2,19,No,3,1,4,Divorced,Yes
32,Male,58359,Technician,2,3,16,No,30,4,4,Divorced,No
42,Male,91062,Engineer,5,4,3,No,22,1,1,Married,No
56,Male,98391,Technician,5,1,18,No,33,2,2,Married,No
33,Female,68463,HR,4,1,6,Yes,25,1,4,Divorced,Yes
47,Male,41571,Sales,4,4,10,No,30,2,2,Married,No
40,Female,44142,Engineer,3,4,12,Yes,37,2,1,Divorced,Yes
28,Female,50104,Sales,1,3,26,No,3,4,4,Single,No
28,Female,33625,HR,4,2,25,No,4,2,1,Married,Yes
47,Male,64199,Engineer,2,1,20,Yes,29,1,4,Single,Yes
26,Male,40926,Sales,5,2,27,Yes,32,3,1,Married,Yes
42,Male,56218,Sales,1,1,2,No,23,5,1,Divorced,Yes
35,Female,69472,Engineer,5,2,13,No,19,5,3,Divorced,No
25,Male,116916,Sales,1,1,1,No,15,1,4,Divorced,Yes
44,Female,45566,Sales,4,2,28,No,16,3,4,Divorced,No
41,Male,81125,Engineer,4,3,17,No,23,2,4,Divorced,No
36,Male,58205,Sales,3,1,4,Yes,37,1,2,Divorced,Yes
50,Female,54717,Sales,1,3,12,No,1,2,3,Married,No
29,Female,74984,Manager,2,1,12,Yes,19,4,2,Married,Yes
40,Male,50135,Manager,4,1,23,No,37,3,4,Single,No
49,Male,53164,HR,3,1,23,No,35,5,3,Married,No
48,Male,99489,Manager,4,2,13,Yes,30,1,1,Married,Yes
25,Female,63562,Manager,5,1,11,No,17,5,3,Single,No
36,Female,94110,HR,4,3,20,Yes,39,2,1,Single,No
56,Male,45169,Sales,1,2,12,Yes,26,2,4,Divorced,Yes
58,Male,84858,Sales,3,2,17,No,13,4,4,Single,No
22,Female,46604,Manager,1,1,12,Yes,22,2,1,Single,Yes
24,Male,114670,HR,2,4,3,No,23,2,3,Married,No
45,Female,113738,Sales,2,2,22,No,33,5,2,Divorced,Yes
48,Female,25684,Technician,4,1,29,No,27,5,3,Single,No
57,Female,33007,Engineer,3,3,21,No,35,1,1,Divorced,No
55,Female,66787,Engineer,3,4,9,No,12,1,1,Divorced,No
50,Female,74582,Engineer,3,2,22,No,9,2,2,Single,No
45,Female,99791,Manager,3,4,4,No,34,3,2,Single,No
45,Male,108629,Engineer,4,2,17,Yes,14,1,2,Single,No
25,Female,30782,Engineer,1,4,7,No,37,2,1,Single,Yes
24,Female,91770,Technician,4,4,13,Yes,3,5,4,Divorced,No
55,Male,82645,Sales,1,3,27,No,21,4,3,Married,No
44,Female,56996,Technician,5,4,1,No,7,5,2,Divorced,No
44,Male,54204,Manager,5,3,27,Yes,33,5,1,Divorced,Yes
26,Female,42152,Engineer,1,1,7,Yes,35,4,3,Divorced,Yes
52,Male,80186,Sales,4,2,15,Yes,11,5,2,Single,Yes
27,Male,115555,Engineer,2,3,6,Yes,32,1,4,Single,Yes
58,Female,110024,Engineer,4,2,2,No,22,5,3,Married,No
31,Female,44689,Manager,2,3,28,No,19,4,3,Married,No
28,Female,75690,Engineer,4,2,3,Yes,36,2,1,Married,Yes
59,Female,119042,HR,3,3,28,No,37,2,1,Divorced,No
42,Male,108251,Sales,3,2,6,Yes,11,2,1,Married,Yes
41,Male,82320,Sales,5,1,3,Yes,13,4,4,Divorced,Yes
24,Male,89226,HR,5,2,8,Yes,28,4,3,Single,Yes
43,Female,81091,Manager,1,1,22,Yes,15,1,2,Divorced,Yes
25,Male,104301,Engineer,2,1,16,Yes,13,4,4,Single,Yes
49,Female,46942,Engineer,3,1,16,No,33,2,2,Single,No
33,Female,63712,Sales,4,4,19,Yes,8,4,2,Married,No
59,Male,90277,Manager,1,2,13,Yes,32,3,1,Single,Yes
57,Female,74632,Manager,4,4,13,No,37,5,2,Married,No
26,Male,63031,Manager,3,4,28,Yes,4,1,2,Married,No
34,Female,45478,Engineer,3,2,24,Yes,18,2,4,Married,Yes
44,Male,47551,Manager,3,1,12,No,23,2,1,Divorced,No
51,Female,73068,HR,3,4,3,No,29,3,2,Married,No
58,Male,118608,Technician,4,4,12,No,2,1,2,Married,No
46,Male,60561,Manager,1,3,20,No,13,5,2,Single,No
48,Female,27892,Technician,3,2,16,No,16,1,3,Divorced,No
35,Female,49395,Engineer,5,4,14,Yes,8,1,3,Married,No
57,Male,43756,Manager,1,2,29,Yes,19,2,1,Married,Yes
37,Female,112710,Sales,5,2,17,Yes,32,4,4,Married,Yes
43,Female,59651,Engineer,4,4,10,No,3,5,1,Single,No
42,Female,91333,HR,3,2,3,No,32,1,3,Single,No
42,Male,98745,HR,1,1,27,No,21,3,1,Single,Yes
29,Male,74306,Technician,3,4,19,No,25,2,4,Married,No
37,Female,46346,Technician,3,4,10,No,17,4,1,Married,No
52,Female,53024,Sales,1,4,9,No,25,4,2,Married,No
31,Male,119950,Sales,3,3,21,Yes,33,2,4,Married,No
53,Female,65818,HR,3,3,12,No,31,1,4,Married,No
55,Male,30947,Manager,2,3,21,Yes,36,2,4,Single,Yes
30,Female,100153,HR,2,3,7,Yes,23,4,1,Married,Yes
38,Female,111240,HR,1,4,27,Yes,25,4,1,Divorced,Yes
32,Female,119238,Sales,1,1,12,No,30,3,2,Married,Yes
53,Male,92428,Technician,3,2,8,No,13,3,4,Single,No
