Engine_CC,Mileage,Horsepower,Age,Brand,Fuel_Type,Transmission,Condition,Price
3467,26.1,67,13,BMW,Diesel,Manual,,1495243
3035,20.1,335,17,Suzuki,Petrol,Manual,6.0,559425
1921,19.5,238,8,Suzuki,Diesel,Manual,4.0,581286
930,19.2,98,13,Toyota,Petrol,Manual,8.0,696023
1994,15.4,237,20,Audi,Petrol,Automatic,10.0,1139447
982,23.7,221,5,Kia,Petrol,Manual,8.0,722409
1163,13.1,163,18,BMW,Petrol,Manual,4.0,695871
838,26.8,220,15,Audi,CNG,Manual,5.0,790709
3344,25.9,346,12,Honda,Diesel,Manual,8.0,1103858
2172,14.7,182,17,Suzuki,Petrol,Manual,6.0,547113
1720,22.6,113,15,Tata,Petrol,Automatic,5.0,560087
815,19.5,93,2,Kia,Petrol,Automatic,4.0,657194
1292,14.8,301,6,Kia,Petrol,Manual,,779301
2249,27.8,172,17,BMW,Diesel,Manual,7.0,1254699
1931,8.5,82,16,Tata,CNG,Automatic,8.0,861755
1110,13.1,105,17,Hyundai,Diesel,Manual,7.0,874665
1538,18.4,194,20,Honda,Petrol,Manual,9.0,524611
1345,18.4,177,9,Toyota,Petrol,Automatic,6.0,421130
3261,19.8,248,5,Toyota,Petrol,Automatic,5.0,1270606
1050,23.0,190,1,Audi,Petrol,Manual,7.0,1252787
1558,20.5,271,6,Suzuki,Petrol,Manual,6.0,836415
2604,20.0,172,14,Audi,Petrol,Manual,7.0,1231168
2097,9.1,103,17,Hyundai,Petrol,Manual,7.0,579455
2431,15.5,187,19,Hyundai,Diesel,Automatic,6.0,963058
2714,12.6,217,1,Kia,Diesel,Manual,8.0,1253995
1613,13.3,332,1,Toyota,Petrol,Manual,7.0,789176
828,19.1,104,13,Tata,Diesel,Manual,6.0,323734
1757,12.0,167,14,BMW,Petrol,Manual,7.0,1059553
2832,13.9,278,6,Toyota,Petrol,Manual,10.0,1108484
1276,12.7,236,6,Toyota,Diesel,Automatic,8.0,988256
1117,27.0,287,1,Tata,Petrol,Manual,10.0,886064
1044,26.9,250,14,Kia,CNG,Manual,10.0,717162
1547,20.2,219,3,Kia,Petrol,Manual,,1033146
1496,26.5,326,10,Tata,Petrol,Automatic,10.0,967468
1071,23.7,249,19,Hyundai,Petrol,Manual,,397013
2571,19.8,234,19,Tata,Diesel,Manual,4.0,615155
2062,8.1,349,19,Audi,Diesel,Manual,8.0,1347420
3224,23.5,204,4,Hyundai,Diesel,Manual,7.0,1171362
1065,22.0,291,20,Tata,Diesel,Automatic,5.0,633382
1720,20.3,263,19,Suzuki,Petrol,Manual,6.0,821144
1139,23.2,272,10,Hyundai,Petrol,Automatic,7.0,729751
1188,18.3,99,2,Hyundai,Diesel,Automatic,8.0,949778
3424,22.1,334,4,Toyota,Petrol,Automatic,10.0,1790284
2850,26.7,141,6,BMW,CNG,Manual,8.0,1273747
1965,15.5,240,7,Toyota,Petrol,Manual,5.0,840227
1175,22.2,142,16,Honda,Petrol,Manual,,401642
2833,17.5,321,7,Hyundai,Petrol,Manual,5.0,969923
3171,21.5,331,18,Tata,Diesel,Automatic,9.0,932780
945,23.3,259,20,Tata,CNG,Automatic,9.0,666294
2781,8.9,299,19,Tata,Petrol,Manual,7.0,736944
1092,20.9,239,9,Hyundai,Petrol,Manual,4.0,474769
1231,12.5,230,20,Tata,Petrol,Manual,10.0,652831
1504,21.4,236,10,Honda,Petrol,Manual,8.0,829166
2798,17.4,296,13,Hyundai,CNG,Automatic,4.0,988262
3432,23.5,197,18,Tata,Petrol,Manual,10.0,603706
1198,10.5,188,16,Hyundai,Petrol,Manual,10.0,662129
1763,20.5,108,17,Suzuki,Petrol,Manual,10.0,621540
3034,13.6,223,13,Hyundai,Petrol,Automatic,10.0,986631
2841,25.1,336,12,Honda,Diesel,Manual,4.0,856254
2628,26.6,175,10,Toyota,Petrol,Automatic,7.0,956499
2908,27.9,83,1,Hyundai,Petrol,Automatic,6.0,1192974
1738,23.9,84,8,BMW,CNG,Manual,6.0,1129241
1509,23.1,186,18,Honda,Petrol,Manual,6.0,507665
1606,12.3,293,2,Audi,Diesel,Manual,5.0,1340881
2263,14.7,268,16,Suzuki,Petrol,Manual,10.0,626172
2125,17.3,152,12,Honda,Petrol,Automatic,10.0,877894
810,23.5,153,9,Toyota,Petrol,Manual,8.0,685002
1885,26.3,284,3,Tata,Petrol,Manual,5.0,767287
2668,11.8,339,4,Tata,Petrol,Manual,8.0,850747
3073,26.4,70,2,Honda,Petrol,Manual,9.0,1189783
3411,21.9,71,8,Audi,Petrol,Manual,8.0,1422152
1571,20.2,94,10,Tata,Petrol,Manual,8.0,628301
2394,12.0,287,16,Suzuki,Diesel,Manual,7.0,473733
2407,9.1,279,11,BMW,CNG,Manual,,950974
2133,19.4,200,18,Audi,Petrol,Manual,10.0,915310
1684,21.0,82,14,Kia,Petrol,Manual,5.0,404098
2189,12.2,142,8,Kia,Diesel,Manual,9.0,921551
1025,19.1,288,15,Honda,Diesel,Automatic,5.0,445647
1624,25.1,139,17,Audi,Petrol,Manual,10.0,1203728
3065,24.7,349,18,Tata,Petrol,Manual,7.0,817552
1736,26.5,218,6,Tata,Petrol,Manual,8.0,934090
3353,15.3,187,14,Honda,Petrol,Manual,9.0,836910
3106,14.4,249,3,Tata,CNG,Manual,6.0,903834
2711,23.0,90,7,Tata,Diesel,Automatic,10.0,985980
2596,16.6,74,15,BMW,Diesel,Manual,4.0,1204564
853,9.8,134,16,BMW,Petrol,Manual,4.0,637519
1526,13.7,93,16,Toyota,Petrol,Manual,7.0,598619
2344,16.4,255,8,BMW,Diesel,Manual,,1800967
1843,13.9,88,7,Hyundai,Petrol,Manual,,583364
2713,14.6,253,6,Audi,Petrol,Manual,4.0,1463758
2576,13.9,75,2,Audi,Petrol,Automatic,10.0,1400408
2396,8.8,136,13,Honda,Petrol,Manual,9.0,917183
2714,20.7,140,12,BMW,Petrol,Manual,9.0,1654593
3266,19.9,183,15,Toyota,Petrol,Automatic,10.0,866282
1649,21.1,78,9,Tata,Diesel,Automatic,,687790
2909,11.8,161,2,Toyota,Diesel,Automatic,10.0,1483190
3063,13.9,136,17,Toyota,Petrol,Manual,6.0,734463
802,20.4,288,5,Suzuki,Diesel,Manual,4.0,668700
959,20.0,262,11,Tata,Petrol,Automatic,,617257
1580,18.1,120,19,Hyundai,Petrol,Manual,10.0,482354
1692,15.0,85,7,BMW,Diesel,Manual,9.0,1308725
2830,26.3,130,2,Tata,Petrol,Automatic,9.0,999824
3176,14.8,162,16,Toyota,Petrol,Manual,5.0,584335
1379,17.1,216,12,Tata,Diesel,Automatic,6.0,709620
2733,21.6,253,15,Hyundai,CNG,Automatic,8.0,1086813
2180,18.9,334,1,Audi,Petrol,Automatic,9.0,1918229
2090,14.9,245,13,Honda,Petrol,Manual,6.0,611764
2440,16.7,172,6,BMW,Petrol,Manual,7.0,1419177
1751,23.9,224,13,BMW,Petrol,Automatic,5.0,1158343
3482,13.6,120,18,Suzuki,Petrol,Automatic,8.0,550700
1787,10.8,151,3,Audi,Petrol,Manual,9.0,1370403
2018,14.3,345,1,BMW,Diesel,Manual,10.0,1922977
1720,25.0,212,15,Suzuki,Petrol,Automatic,9.0,576455
2155,9.8,284,13,Suzuki,Petrol,Manual,5.0,666424
969,27.8,186,5,Suzuki,Petrol,Manual,5.0,314685
1320,18.8,252,13,Kia,Petrol,Manual,4.0,303364
2286,27.7,174,5,BMW,CNG,Manual,9.0,1451176
839,26.8,321,19,BMW,Petrol,Automatic,6.0,762100
2360,17.1,77,18,BMW,Diesel,Manual,5.0,834093
2218,12.0,69,10,Hyundai,Diesel,Manual,5.0,416509
1754,11.3,151,8,Suzuki,Diesel,Manual,7.0,594963
1783,12.8,198,15,Hyundai,Petrol,Manual,7.0,704666
1774,22.2,111,20,Honda,CNG,Manual,7.0,492515
837,13.5,254,4,BMW,Petrol,Automatic,5.0,1737173
3175,14.8,265,2,Kia,Petrol,Manual,8.0,1207637
2074,17.0,346,6,Tata,Petrol,Manual,6.0,692697
1999,26.3,152,3,Audi,Petrol,Manual,5.0,1065402
2425,11.8,204,7,Kia,Petrol,Manual,10.0,1278303
1713,8.1,145,10,Toyota,Petrol,Manual,10.0,925546
1253,9.2,212,6,Honda,Petrol,Manual,4.0,817919
836,26.1,61,16,Tata,Diesel,Manual,10.0,455425
2511,21.0,319,2,Toyota,Petrol,Manual,9.0,1168550
1595,13.5,223,17,Toyota,Petrol,Manual,8.0,434444
1772,11.5,65,13,BMW,CNG,Automatic,8.0,1053589
1392,13.9,208,1,Audi,Petrol,Automatic,6.0,1497442
1937,10.3,264,6,Toyota,Diesel,Manual,8.0,877742
2124,26.8,177,5,Suzuki,CNG,Manual,6.0,532455
3071,23.7,148,13,Tata,Petrol,Automatic,10.0,1111185
1117,17.2,213,18,Kia,Petrol,Manual,8.0,496063
3196,25.3,226,12,Kia,Diesel,Automatic,9.0,1424723
2962,13.0,220,7,Toyota,CNG,Manual,6.0,599148
2146,22.3,329,15,Honda,Diesel,Manual,7.0,874946
2391,25.1,115,3,Audi,Petrol,Automatic,7.0,1313081
2689,15.1,287,16,Audi,CNG,Manual,8.0,1032993
2887,23.1,208,1,Kia,Petrol,Manual,8.0,851059
2796,13.9,105,16,Toyota,Petrol,Automatic,,858882
2572,14.0,203,12,Audi,Petrol,Automatic,6.0,1473117
2112,10.1,297,19,Honda,Petrol,Manual,10.0,737594
2085,16.8,331,8,Kia,Diesel,Manual,6.0,584990
1015,22.6,179,12,Tata,Diesel,Manual,9.0,830575
3183,26.8,279,15,Honda,Diesel,Automatic,5.0,1114767
2939,20.1,67,2,Honda,Petrol,Automatic,,937148
3200,25.3,334,17,Suzuki,Petrol,Automatic,5.0,882228
3418,24.4,125,7,BMW,Diesel,Automatic,,1993349
2504,11.5,138,13,Toyota,Petrol,Manual,4.0,632641
1162,17.7,145,1,Tata,CNG,Automatic,6.0,691469
3404,10.3,183,6,Kia,Diesel,Automatic,4.0,925688
2516,21.6,261,13,Audi,Diesel,Automatic,4.0,1649271
1993,27.0,209,11,Honda,Petrol,Manual,5.0,605858
1155,10.7,105,10,Kia,Diesel,Automatic,4.0,511620
990,22.7,172,16,Toyota,CNG,Manual,9.0,606229
3269,20.6,150,20,Tata,Petrol,Manual,6.0,799024
1499,19.7,200,17,Tata,Diesel,Manual,5.0,764577
2854,15.8,348,17,Toyota,Petrol,Manual,,1068047
2980,15.1,277,4,BMW,Petrol,Manual,9.0,1788559
1356,8.9,136,5,Suzuki,Diesel,Automatic,8.0,544243
1625,12.4,211,14,Audi,Diesel,Manual,4.0,1251600
1854,8.3,298,20,Suzuki,Diesel,Manual,,825077
3382,19.6,174,10,Tata,Petrol,Manual,,710731
1225,10.1,153,14,Audi,Petrol,Automatic,6.0,1122227
3210,25.5,107,1,Tata,Diesel,Manual,10.0,965965
2374,18.5,250,11,Honda,Petrol,Manual,9.0,1167766
2929,22.0,71,18,Honda,Petrol,Manual,4.0,539492
3203,16.2,215,16,Toyota,Petrol,Manual,,1151783
1388,19.2,231,18,Audi,Petrol,Automatic,9.0,1253303
2812,26.9,236,8,Audi,Diesel,Automatic,6.0,2079901
2347,9.7,116,10,Tata,Diesel,Automatic,8.0,781978
1094,13.1,262,10,Suzuki,Petrol,Manual,10.0,702751
2785,23.6,244,5,Honda,Petrol,Manual,9.0,948948
2047,10.0,180,10,Hyundai,Petrol,Manual,6.0,844420
2348,9.5,285,18,Toyota,Petrol,Manual,10.0,975267
2490,15.2,261,6,Kia,Petrol,Manual,8.0,1258553
1936,9.8,275,3,Audi,Petrol,Manual,8.0,1587719
2056,19.7,102,8,BMW,Diesel,Manual,8.0,1469804
2864,12.5,82,9,BMW,Diesel,Automatic,4.0,1470972
1159,25.9,214,5,Hyundai,Petrol,Automatic,9.0,964287
1499,23.7,245,2,Honda,Diesel,Manual,6.0,933549
1247,22.0,308,2,Honda,CNG,Manual,6.0,849560
3212,20.3,296,7,Honda,Petrol,Automatic,10.0,1396406
1474,25.3,193,17,Suzuki,Petrol,Manual,10.0,480521
1807,12.5,81,10,Tata,Petrol,Automatic,9.0,702512
2149,25.5,147,12,BMW,Petrol,Manual,8.0,1152819
3314,23.8,212,2,Honda,Diesel,Automatic,6.0,1360519
3261,23.0,184,10,BMW,Diesel,Automatic,,2087887
1385,19.2,138,20,Hyundai,Petrol,Manual,8.0,505112
2056,12.9,110,1,Toyota,Diesel,Manual,7.0,998606
2047,16.5,275,4,Tata,Diesel,Manual,7.0,686781
1793,23.9,235,13,Suzuki,Petrol,Automatic,8.0,772711
2235,8.6,312,12,Audi,Petrol,Manual,10.0,1545813
1371,23.6,305,11,Hyundai,Diesel,Manual,4.0,680280
3182,12.8,286,10,Tata,CNG,Manual,10.0,1153424
2045,10.9,165,15,BMW,Diesel,Automatic,10.0,1195754
2884,10.3,252,5,Hyundai,CNG,Automatic,6.0,1113694
1788,8.5,95,17,Audi,Petrol,Manual,10.0,1059447
1077,18.5,263,5,Tata,Petrol,Manual,6.0,750407
2019,12.4,326,2,Suzuki,Petrol,Manual,7.0,868723
2687,27.8,327,9,Kia,Petrol,Manual,10.0,1046741
1283,19.5,229,6,Toyota,Diesel,Manual,8.0,1009182
2065,10.8,98,18,Audi,CNG,Manual,9.0,747610
1530,21.8,198,14,Tata,Diesel,Automatic,,754032
3039,26.0,111,19,Suzuki,Petrol,Manual,10.0,588534
1840,22.9,346,14,BMW,Petrol,Automatic,4.0,1254195
3371,9.5,348,8,Audi,Petrol,Manual,10.0,1955764
1717,25.9,200,17,Kia,Petrol,Manual,8.0,502435
3248,23.9,205,3,Hyundai,Diesel,Manual,7.0,890831
1685,11.2,243,10,Honda,Petrol,Manual,7.0,735633
821,9.0,211,17,Hyundai,CNG,Manual,10.0,387460
1273,19.1,260,11,BMW,Diesel,Automatic,6.0,1600645
3057,11.1,187,8,Tata,Petrol,Manual,5.0,801874
3153,24.7,346,1,Kia,Petrol,Manual,4.0,1244167
1503,15.2,312,13,Toyota,Diesel,Automatic,4.0,785511
1486,26.3,325,4,Audi,Petrol,Manual,5.0,1481214
1084,19.3,247,7,Tata,Diesel,Manual,9.0,1180464
1515,11.7,289,14,Toyota,Petrol,Manual,9.0,830169
1562,10.8,330,5,BMW,Petrol,Automatic,9.0,1950930
2050,19.5,318,11,Audi,Petrol,Automatic,7.0,1657568
1747,23.2,257,17,Suzuki,Petrol,Manual,8.0,360564
3228,23.6,115,5,Suzuki,Diesel,Manual,4.0,881416
3307,13.5,262,20,Tata,Petrol,Automatic,5.0,842062
1830,12.1,330,3,Hyundai,Diesel,Automatic,6.0,1131956
828,8.3,168,5,Tata,Diesel,Manual,10.0,581766
1706,21.6,175,15,Hyundai,Diesel,Automatic,6.0,845154
2926,9.5,151,19,Kia,Petrol,Manual,,505309
3306,16.4,197,16,BMW,Diesel,Manual,,1854784
1369,20.0,116,8,Suzuki,Petrol,Manual,4.0,499597
2806,26.7,109,13,Kia,Petrol,Manual,,501073
2253,14.2,130,16,Audi,Diesel,Manual,4.0,925706
1537,13.0,141,3,Suzuki,Petrol,Automatic,10.0,760135
1315,21.1,164,1,Hyundai,Diesel,Manual,,1207836
2800,20.4,147,9,Tata,Petrol,Manual,6.0,586841
3244,14.6,61,9,BMW,Diesel,Manual,4.0,1378031
838,26.6,143,17,Suzuki,Petrol,Automatic,6.0,328833
1686,24.9,102,2,Kia,Diesel,Automatic,5.0,923033
3004,12.5,213,9,BMW,CNG,Manual,5.0,1247898
1898,12.8,153,19,Kia,Petrol,Manual,6.0,336901
2623,18.2,192,13,Suzuki,Petrol,Manual,,630639
2510,23.5,124,5,Tata,Diesel,Manual,8.0,793860
1773,8.9,349,9,Toyota,Petrol,Manual,4.0,748824
2362,21.9,316,13,Tata,Petrol,Manual,6.0,659503
1788,21.0,272,1,Suzuki,Petrol,Automatic,7.0,1084012
820,12.6,207,15,Hyundai,Diesel,Manual,8.0,554602
3150,21.6,120,4,Tata,Diesel,Manual,10.0,804029
1668,26.8,208,4,Audi,Diesel,Manual,8.0,1393321
883,8.9,147,20,Hyundai,Diesel,Manual,9.0,502617
2482,14.4,337,10,Hyundai,Diesel,Manual,5.0,768881
2776,16.8,141,6,Hyundai,Petrol,Manual,,1101242
2210,26.0,188,12,BMW,Petrol,Automatic,10.0,1685948
2330,27.2,345,20,Honda,Petrol,Manual,,1032175
1369,16.9,339,16,Honda,CNG,Manual,10.0,799910
1733,23.0,329,3,Toyota,Diesel,Manual,9.0,803573
2780,18.6,262,14,Kia,Petrol,Automatic,10.0,1211135
2655,18.8,83,1,Kia,Diesel,Manual,,783024
1592,13.6,267,10,Hyundai,Petrol,Automatic,9.0,796556
1591,12.3,339,15,Honda,Diesel,Manual,6.0,883610
2609,13.8,264,7,Toyota,Petrol,Manual,,1176252
2094,19.1,211,4,BMW,Petrol,Automatic,5.0,1771620
3339,8.6,85,14,Hyundai,Diesel,Manual,4.0,902146
3055,26.1,253,16,Audi,Diesel,Manual,9.0,1495882
2407,11.1,297,14,BMW,Petrol,Manual,8.0,1390660
1883,12.4,134,3,Toyota,Petrol,Automatic,4.0,925955
3277,18.4,222,17,BMW,Diesel,Manual,6.0,1476656
1784,22.2,88,14,Audi,Diesel,Manual,,1128948
2480,9.9,224,18,Kia,Diesel,Manual,4.0,796452
1319,14.4,245,3,BMW,Petrol,Manual,,1476645
1390,27.4,113,19,Toyota,CNG,Manual,,200000
1850,13.2,101,3,Kia,Diesel,Manual,4.0,745418
2509,14.3,344,12,Kia,Diesel,Manual,10.0,993614
2835,24.7,197,5,Kia,Diesel,Manual,9.0,1036598
3046,9.0,246,10,Audi,Petrol,Manual,7.0,1377445
3234,17.3,263,9,Audi,Petrol,Manual,6.0,1337793
1148,15.6,101,1,Kia,Diesel,Manual,5.0,756706
1759,14.3,347,13,BMW,Petrol,Automatic,5.0,1427701
2763,13.7,85,3,Audi,Diesel,Automatic,7.0,1842538
1492,9.8,115,19,Tata,Petrol,Manual,4.0,269995
2359,14.3,312,11,BMW,Petrol,Automatic,9.0,2012313
1177,8.9,181,16,Hyundai,Petrol,Automatic,7.0,766697
1326,23.6,165,6,Audi,Diesel,Manual,7.0,1275582
3053,16.0,189,3,BMW,Petrol,Manual,9.0,1720414
3302,16.9,217,19,Hyundai,Diesel,Manual,6.0,965686
2059,25.9,290,6,Audi,Petrol,Automatic,9.0,1789311
2675,21.2,150,8,Hyundai,Diesel,Manual,9.0,982194
2563,8.2,81,13,Suzuki,Petrol,Manual,,734463
1320,26.9,349,12,Audi,Petrol,Manual,8.0,1460335
2501,12.7,169,10,Suzuki,Diesel,Automatic,4.0,595392
1816,10.2,108,3,Toyota,Petrol,Manual,5.0,593984
1813,23.4,188,4,Toyota,Petrol,Automatic,5.0,800414
3348,18.0,132,1,BMW,CNG,Automatic,7.0,1548882
916,16.7,112,13,Honda,Petrol,Manual,10.0,594533
3233,13.0,227,4,Suzuki,Petrol,Manual,7.0,964871
2167,18.9,104,11,Suzuki,Petrol,Manual,,570798
1383,13.5,164,19,Toyota,Petrol,Automatic,4.0,444110
1194,26.0,209,11,Suzuki,Petrol,Automatic,,791500
1887,12.3,205,12,Honda,Petrol,Automatic,7.0,911509
871,25.7,263,11,Kia,Diesel,Manual,8.0,740124
1073,19.2,226,6,Hyundai,Petrol,Manual,4.0,823043
2813,24.6,260,12,Hyundai,Diesel,Manual,6.0,908124
2143,22.3,193,9,Honda,Petrol,Manual,10.0,1222603
1137,21.9,270,10,Suzuki,Petrol,Automatic,6.0,595734
2189,14.5,107,3,Suzuki,Petrol,Manual,9.0,1024219
1406,12.7,185,3,Suzuki,Diesel,Manual,8.0,600616
965,12.2,298,20,Tata,Diesel,Manual,5.0,576192
2367,25.1,66,16,BMW,Diesel,Manual,9.0,1078334
2858,24.4,331,3,Audi,Petrol,Manual,6.0,1867186
2124,16.8,96,10,Honda,Diesel,Manual,4.0,664849
1528,10.6,270,11,Honda,Diesel,Automatic,5.0,1000943
2843,15.6,224,8,Tata,Petrol,Manual,7.0,720900
901,20.4,184,6,Honda,Petrol,Manual,4.0,789321
2215,17.1,251,20,Kia,Petrol,Manual,5.0,488687
1578,23.6,277,11,Kia,Diesel,Automatic,6.0,1116709
1013,28.0,273,12,Honda,Petrol,Manual,,557804
1911,11.8,121,16,Tata,Diesel,Automatic,,458180
2376,17.2,220,18,Honda,Petrol,Manual,,891980
3248,16.6,125,13,Suzuki,Petrol,Manual,10.0,645167
3435,14.1,345,3,Tata,Petrol,Manual,4.0,991806
2495,12.0,298,15,BMW,Petrol,Manual,9.0,1420103
1391,9.3,79,14,Toyota,Petrol,Automatic,7.0,415963
2133,25.7,247,18,Suzuki,Petrol,Manual,5.0,528189
1909,16.4,141,14,Kia,Diesel,Manual,10.0,907685
2939,17.9,261,5,Suzuki,Petrol,Manual,10.0,1056347
1513,26.3,191,14,Audi,Petrol,Automatic,8.0,1208179
1735,23.5,96,8,Tata,Petrol,Automatic,6.0,824798
2751,10.6,191,15,Kia,Petrol,Manual,4.0,502692
1041,19.3,136,15,Toyota,Petrol,Manual,9.0,510058
2843,16.8,148,19,Honda,Petrol,Automatic,8.0,925819
801,23.9,312,20,Toyota,Petrol,Automatic,8.0,641741
3072,22.5,253,6,BMW,Petrol,Manual,4.0,1544798
2568,21.8,235,19,Hyundai,CNG,Manual,,452354
2749,14.8,92,8,Suzuki,Petrol,Automatic,9.0,500356
3436,24.1,117,6,Tata,Petrol,Manual,6.0,932906
2963,9.0,260,20,Tata,Petrol,Manual,4.0,671140
1717,11.2,87,15,Toyota,Petrol,Automatic,9.0,836160
3041,14.7,94,3,Audi,Diesel,Manual,8.0,1573974
889,9.5,184,10,Kia,Petrol,Automatic,,546432
2509,12.7,101,15,BMW,Petrol,Manual,4.0,1008136
2969,24.6,144,16,Hyundai,Diesel,Automatic,9.0,1095335
942,27.0,247,17,BMW,Petrol,Manual,8.0,921334
905,14.1,170,19,Tata,CNG,Automatic,4.0,475761
1686,13.3,330,11,Honda,Diesel,Manual,,815096
1227,13.6,164,16,Hyundai,Petrol,Manual,4.0,438454
2128,13.6,100,5,Kia,Petrol,Manual,6.0,692042
2695,8.7,274,5,Kia,Petrol,Automatic,4.0,1187045
2794,26.5,130,14,Tata,Petrol,Manual,10.0,738922
1116,12.3,115,18,Audi,Petrol,Manual,9.0,1041820
2786,16.4,295,8,Hyundai,Petrol,Manual,9.0,796523
1434,8.2,340,5,Tata,CNG,Manual,8.0,749640
2725,25.2,164,7,Audi,Petrol,Manual,7.0,1403229
2856,22.6,221,16,Honda,Diesel,Automatic,6.0,1136389
3070,26.9,250,14,Audi,Diesel,Manual,9.0,1474882
2239,23.6,68,5,BMW,Diesel,Manual,8.0,1688721
1352,14.3,119,9,Toyota,Petrol,Automatic,8.0,766371
1515,13.0,284,4,BMW,Petrol,Manual,,1297639
2087,22.0,247,4,Kia,Diesel,Manual,6.0,906240
2513,15.3,129,16,Tata,Diesel,Manual,8.0,628210
2683,19.3,346,17,Tata,CNG,Manual,10.0,1155444
1907,8.1,228,15,Suzuki,Diesel,Manual,7.0,802169
2141,9.2,121,4,BMW,Petrol,Manual,10.0,1480065
910,18.7,73,6,Hyundai,Petrol,Automatic,5.0,583641
1050,19.3,223,16,Kia,Petrol,Manual,10.0,726408
3230,23.0,304,4,Honda,Diesel,Manual,8.0,1475928
2854,10.6,67,6,Kia,Petrol,Automatic,,448514
1258,18.3,213,5,Suzuki,Diesel,Manual,4.0,736196
1907,11.9,95,16,Suzuki,CNG,Automatic,4.0,440034
1007,9.9,107,16,Suzuki,Diesel,Manual,6.0,209713
1699,16.2,144,10,Tata,Petrol,Manual,10.0,787513
821,11.3,87,9,Toyota,Petrol,Manual,6.0,861045
1209,12.4,255,4,Audi,Diesel,Manual,5.0,1414734
1694,14.4,267,14,Hyundai,Petrol,Manual,9.0,909178
1314,13.2,263,4,Kia,Petrol,Manual,6.0,1021097
1608,9.8,163,12,Tata,Petrol,Manual,4.0,395547
1673,9.8,289,10,Kia,Petrol,Manual,7.0,467424
813,11.9,160,4,Honda,Petrol,Manual,6.0,798431
1770,9.0,88,18,Tata,CNG,Manual,5.0,336749
2934,20.5,186,13,Toyota,CNG,Manual,7.0,550857
2360,13.7,69,13,Kia,CNG,Manual,5.0,497269
2124,13.6,165,14,Tata,Petrol,Manual,7.0,716258
2066,14.6,226,18,Tata,CNG,Manual,6.0,491013
2969,21.3,316,1,BMW,CNG,Manual,4.0,1489712
1549,25.4,336,16,Honda,CNG,Manual,7.0,660938
1484,23.2,124,15,Suzuki,Diesel,Manual,8.0,521461
2727,22.6,330,5,Honda,Diesel,Automatic,9.0,1185606
3156,17.7,247,6,Honda,Petrol,Manual,5.0,1021024
1494,21.9,197,6,BMW,Diesel,Manual,7.0,1194110
3135,19.1,164,3,Audi,Petrol,Automatic,5.0,1822870
1106,12.3,93,16,Tata,Petrol,Automatic,4.0,200000
2789,12.2,169,12,Hyundai,CNG,Automatic,5.0,926517
1461,13.9,92,4,Suzuki,Petrol,Manual,5.0,488498
1348,26.2,290,1,Kia,Petrol,Manual,8.0,773213
1111,18.9,325,4,Audi,CNG,Automatic,,1439222
1882,22.7,241,1,Toyota,CNG,Automatic,7.0,850673
2537,14.9,124,8,Tata,Petrol,Manual,5.0,711742
1554,16.2,60,5,Suzuki,Diesel,Manual,6.0,484559
834,10.5,192,2,Hyundai,Petrol,Automatic,5.0,698261
1244,11.4,139,12,Tata,Petrol,Manual,,577394
2940,24.5,330,17,Toyota,Petrol,Manual,9.0,773617
2782,19.7,300,7,BMW,Petrol,Manual,5.0,1408731
2030,14.8,87,11,Audi,Petrol,Manual,10.0,1175893
1152,24.1,282,4,Tata,Petrol,Manual,9.0,756715
1702,12.9,82,5,Suzuki,CNG,Manual,10.0,606389
2155,27.5,168,6,Honda,Diesel,Automatic,5.0,1094020
2548,14.9,166,11,Kia,Diesel,Manual,7.0,817227
958,14.7,204,1,Kia,Diesel,Manual,10.0,954504
2777,14.2,198,10,Kia,Petrol,Automatic,,938686
1756,10.4,343,20,Hyundai,CNG,Manual,9.0,349933
2871,10.2,158,11,Tata,Diesel,Manual,9.0,584079
1203,21.0,182,17,Kia,Petrol,Manual,6.0,762652
1315,25.5,346,8,Suzuki,Petrol,Manual,8.0,711775
2187,23.8,140,13,Honda,Diesel,Manual,5.0,897159
3379,10.8,69,20,Suzuki,Diesel,Manual,5.0,526581
1755,18.9,67,18,Tata,Diesel,Automatic,7.0,536591
2999,10.1,264,16,Toyota,Petrol,Automatic,8.0,963008
2512,8.9,256,2,Honda,Petrol,Manual,8.0,1474797
1407,21.1,257,5,Honda,Petrol,Manual,10.0,978559
3267,18.7,89,18,Suzuki,Diesel,Manual,7.0,566132
2073,9.6,79,3,BMW,Petrol,Manual,9.0,1140357
2335,8.7,107,17,Tata,Petrol,Manual,6.0,823737
3425,27.8,189,16,Kia,Petrol,Automatic,9.0,915403
3182,8.6,191,6,BMW,Diesel,Manual,4.0,1793327
2241,16.9,113,19,Audi,Petrol,Manual,7.0,1037678
2597,18.1,340,7,Kia,Petrol,Manual,6.0,849165
1094,10.3,324,18,Toyota,Diesel,Manual,9.0,856307
1554,11.4,274,14,BMW,CNG,Automatic,9.0,1211578
2194,15.0,349,6,Suzuki,Petrol,Automatic,8.0,818105
985,23.2,102,8,Tata,Petrol,Manual,7.0,685009
2069,18.1,133,15,BMW,CNG,Manual,4.0,834272
1436,20.8,337,15,Audi,Petrol,Automatic,5.0,1320218
2091,27.7,301,15,Hyundai,Diesel,Automatic,,1020461
1329,23.4,189,16,Audi,Diesel,Automatic,4.0,1102080
2868,16.7,253,1,Honda,Petrol,Manual,4.0,838560
1593,16.9,91,11,Kia,Diesel,Manual,7.0,527667
