age,monthly_charges,total_usage_gb,tenure_months,support_calls,late_payments,gender,contract_type,payment_method,internet_type,region,customer_segment,churn
20.0,3689.351139843394,466.7978069719877,17.0,14.0,4.0,Male,Monthly,,DSL,East,,Yes
40.0,662.7217123614296,414.6156283372445,71.0,,9.0,Male,Yearly,Debit Card,Mobile,,Standard,No
54.0,1864.0776017539788,,107.0,14.0,8.0,Female,Monthly,Net Banking,DSL,East,Premium,
54.0,1684.006564598793,358.59168468882376,50.0,1.0,2.0,Male,Quarterly,,DSL,,Standard,Yes
,2120.613833621836,233.54949118749394,65.0,,4.0,Male,Monthly,Debit Card,Fiber,West,,Yes
27.0,894.3923604372735,,99.0,12.0,,Female,Yearly,Credit Card,Mobile,North,Standard,Yes
36.0,4716.310203639782,348.82473649037627,32.0,,,,Quarterly,Credit Card,Fiber,West,Basic,Yes
34.0,,365.84562551962915,36.0,9.0,3.0,Female,Quarterly,Debit Card,Mobile,East,Premium,No
38.0,1874.859397961106,431.5369973747359,13.0,12.0,7.0,,,UPI,Fiber,East,Premium,
31.0,2286.4168268342755,140.66543672438453,70.0,9.0,,Female,Yearly,UPI,Fiber,,Premium,No
26.0,2512.4114322717605,404.500097414018,58.0,12.0,,,,Net Banking,Mobile,North,Standard,
63.0,3202.6745001227778,101.64409846346356,14.0,,3.0,Male,Monthly,Net Banking,Mobile,North,,Yes
18.0,,,,,8.0,,Monthly,Debit Card,Fiber,West,,Yes
68.0,4637.263879464878,171.12717486357215,112.0,,,Male,Monthly,Net Banking,Mobile,,,No
62.0,2736.335673076236,489.3701068526246,,2.0,7.0,Male,Yearly,,Fiber,,Basic,
30.0,4964.711066704907,,111.0,14.0,5.0,,Yearly,Net Banking,,,Basic,
21.0,4331.412309852931,352.07908148717854,68.0,13.0,2.0,,Monthly,Credit Card,Fiber,South,Premium,No
18.0,1438.2973146080112,364.89309699961814,40.0,8.0,7.0,Male,Quarterly,Net Banking,Fiber,,Premium,
66.0,4687.678465897623,283.2260332292727,,13.0,8.0,,Monthly,Debit Card,Fiber,,Standard,Yes
,1023.6487904846424,,80.0,4.0,7.0,,,UPI,,,Premium,No
,4178.523688210362,250.64808267676895,92.0,10.0,,,Yearly,Net Banking,Mobile,East,Standard,No
,2212.80482064461,,16.0,2.0,5.0,Female,Yearly,UPI,Fiber,,Basic,
45.0,4450.884442002813,85.70249178113754,62.0,,,Male,,Net Banking,DSL,East,Basic,
,4406.255105483527,394.1717978692237,,12.0,3.0,Female,,Debit Card,Fiber,South,Basic,
,,368.54974637741776,45.0,9.0,7.0,Male,Yearly,Credit Card,DSL,North,Basic,No
,4055.1369633817762,195.25574406944676,90.0,12.0,,,Monthly,Debit Card,Fiber,,Premium,Yes
43.0,1871.0561259411836,,28.0,3.0,2.0,Male,Yearly,Credit Card,Fiber,North,Premium,No
,864.1367737306348,420.3036772204153,96.0,7.0,0.0,Female,Yearly,Net Banking,DSL,West,Standard,
20.0,2313.410804443227,10.651901809766448,109.0,,8.0,Male,Quarterly,,DSL,,Standard,No
,1280.860317439289,353.3313909163802,66.0,11.0,1.0,Female,Monthly,,Mobile,West,,Yes
29.0,,485.27726931439827,31.0,4.0,8.0,Male,Yearly,Debit Card,Mobile,West,,No
18.0,2057.448769420035,,3.0,,3.0,,Monthly,Debit Card,DSL,North,Standard,Yes
61.0,4890.245903869617,121.31183547299662,118.0,11.0,1.0,Male,Quarterly,Credit Card,Mobile,East,Basic,
22.0,3384.3743480539943,353.91114997147395,8.0,7.0,3.0,Female,,Net Banking,DSL,West,Basic,
47.0,4201.1625363546245,409.4784302977146,24.0,8.0,,Female,Monthly,Credit Card,Mobile,South,,No
47.0,1096.3610273383179,275.4830064585344,15.0,3.0,,Female,Monthly,Net Banking,Fiber,West,Standard,
34.0,4379.0651702268015,483.68246125179235,43.0,6.0,6.0,,Yearly,,Mobile,,Basic,No
65.0,4652.407357310274,30.576017220690748,31.0,1.0,2.0,Male,Quarterly,Net Banking,Fiber,,Basic,Yes
,2691.7786346852117,254.87382116074141,73.0,5.0,2.0,Male,Quarterly,Credit Card,Fiber,South,Basic,No
40.0,,360.6347039246623,103.0,7.0,9.0,,Quarterly,UPI,,North,,No
,3941.6441040634795,432.0070332188436,45.0,11.0,7.0,Male,Monthly,Net Banking,DSL,West,Premium,No
54.0,1286.7738226718566,93.73152789435608,66.0,,4.0,Female,Yearly,,Fiber,South,Standard,Yes
38.0,,401.0017234730223,8.0,,,Male,Monthly,Credit Card,Fiber,North,,
31.0,2293.983624975409,278.5900024806799,71.0,,,Female,,,Mobile,West,,No
19.0,1158.682964730121,201.29407258503178,108.0,6.0,6.0,Female,Monthly,Credit Card,DSL,South,Basic,Yes
28.0,2153.9049003118917,,,4.0,8.0,,Yearly,Debit Card,,,Basic,Yes
68.0,,,103.0,6.0,8.0,Female,Monthly,Debit Card,Mobile,West,,No
56.0,616.1535812726914,82.8502380489591,,12.0,4.0,Male,Quarterly,Credit Card,DSL,North,,Yes
,1108.2483011967024,158.34499030850412,57.0,,7.0,Male,Quarterly,Credit Card,,South,Standard,
51.0,,148.57253832140626,80.0,,,Male,Quarterly,,Mobile,West,,Yes
55.0,2972.882911527576,436.3499469244729,,,0.0,Female,Yearly,Debit Card,Mobile,,Standard,No
67.0,,,30.0,4.0,8.0,Male,Monthly,Debit Card,Fiber,West,,
51.0,2446.240452485594,399.3572916097293,74.0,,,Male,Yearly,,Fiber,South,Premium,No
,1903.1725988836681,128.981609902287,102.0,14.0,5.0,Male,Monthly,Net Banking,Fiber,East,Standard,Yes
,,314.3126793054645,18.0,8.0,2.0,Female,Quarterly,UPI,Mobile,,Basic,Yes
32.0,,288.0142616561556,114.0,14.0,2.0,Male,Monthly,Net Banking,Fiber,,Standard,No
44.0,975.4910791778476,,69.0,1.0,,Female,Monthly,Net Banking,Fiber,North,,Yes
68.0,3383.718416105928,453.51309493822396,117.0,3.0,,Female,Monthly,Credit Card,Fiber,North,Basic,Yes
51.0,,11.017601881306469,93.0,11.0,,Male,Yearly,,Mobile,South,Premium,Yes
69.0,3288.145797040233,338.6398599341024,39.0,6.0,6.0,Female,Monthly,UPI,Mobile,East,Basic,Yes
,,,60.0,,4.0,Female,,Net Banking,Mobile,South,,No
,,276.6850392132912,98.0,,7.0,Male,,Credit Card,Fiber,,Premium,No
,776.0733219980067,147.37820087662072,43.0,1.0,9.0,Male,Yearly,,DSL,,,No
32.0,4013.427137307979,,45.0,8.0,9.0,Male,Yearly,,Fiber,West,Standard,
,2569.1019069619406,179.7144592089165,23.0,12.0,3.0,Female,,Credit Card,Fiber,,Basic,
59.0,,312.539762279557,69.0,9.0,1.0,Male,Monthly,Debit Card,Mobile,South,Premium,
68.0,,170.35473300604076,,6.0,2.0,,Quarterly,Net Banking,,,Premium,No
,760.0125244836499,367.6860300421888,6.0,11.0,7.0,,,,Fiber,North,,Yes
,,205.24105585906548,56.0,9.0,,Female,Quarterly,UPI,Fiber,North,Premium,
,4926.555163685362,38.83483415342952,110.0,6.0,1.0,Female,Monthly,UPI,DSL,South,Standard,No
21.0,1576.3104689716652,392.9611220296331,108.0,5.0,5.0,Female,Quarterly,Credit Card,DSL,South,,No
27.0,1140.1221590923828,146.45037067338947,,2.0,8.0,,Quarterly,Credit Card,,East,Standard,Yes
34.0,1046.23222740093,219.219605401635,,9.0,,,Quarterly,,,West,Premium,No
27.0,1864.73816405418,344.29472219484126,23.0,,8.0,Female,Monthly,UPI,DSL,West,,
34.0,954.7061495479102,169.56579778861246,6.0,1.0,1.0,Female,Quarterly,Debit Card,Mobile,West,Premium,
37.0,3614.7260376235936,,32.0,10.0,,Male,,Debit Card,DSL,North,Standard,Yes
41.0,,190.09091827134273,106.0,5.0,8.0,Male,Monthly,,Fiber,West,,
22.0,2792.3995766740536,472.5020484336802,18.0,3.0,,Female,Yearly,Debit Card,DSL,North,Standard,Yes
51.0,,322.6585266627863,15.0,,6.0,,Quarterly,Credit Card,Mobile,East,,Yes
23.0,4162.866212777084,337.3821785902674,40.0,2.0,0.0,,Yearly,Credit Card,Fiber,,Basic,Yes
19.0,3268.487472039549,317.97966605063175,96.0,,5.0,Male,,Net Banking,DSL,East,,Yes
30.0,1878.1412935397525,103.50110878492121,73.0,10.0,6.0,,Monthly,Credit Card,,,,No
60.0,3307.531263312373,212.07526273062865,,11.0,,Male,Yearly,Debit Card,Fiber,West,Basic,Yes
60.0,2871.686587602432,376.71520018984256,74.0,,5.0,Male,Yearly,,DSL,,,Yes
65.0,2417.3752275066718,55.17958428881378,84.0,13.0,1.0,,Yearly,UPI,DSL,North,,No
28.0,1088.1966953308977,142.53712416440757,6.0,14.0,5.0,,Yearly,,Mobile,South,,
,,141.77795869059753,112.0,,3.0,,Quarterly,,Mobile,West,,Yes
,2524.0309196959515,218.84936915928046,63.0,7.0,8.0,Male,,Credit Card,Fiber,West,,Yes
,1375.801303193443,490.28252676638164,,8.0,0.0,,,UPI,Mobile,South,Basic,
33.0,2154.917078947803,38.41376060849186,,,7.0,Male,Quarterly,,Fiber,South,Standard,Yes
48.0,2363.583886380172,261.75699221839454,11.0,,,Female,,UPI,Fiber,,Basic,Yes
,4223.920530050935,93.78551759604417,43.0,8.0,,Female,Yearly,,Mobile,South,Basic,No
,,485.48488997782334,17.0,11.0,3.0,,Monthly,Credit Card,,North,Basic,No
25.0,3961.8720213860292,61.08523484009478,96.0,6.0,0.0,Male,Yearly,,Mobile,East,Premium,No
,549.6406899289125,204.78249616898768,4.0,2.0,5.0,Female,Quarterly,Debit Card,DSL,East,Standard,No
,2372.6929918089268,370.25306749313006,63.0,6.0,,Female,Yearly,Debit Card,Fiber,West,Standard,Yes
21.0,2666.0486823589563,353.7544418735854,68.0,13.0,4.0,Male,Monthly,Net Banking,,West,Basic,Yes
,586.3652457037551,214.25067526249646,,0.0,6.0,Female,Quarterly,Net Banking,Fiber,North,Premium,
,1669.159439352654,176.52946313659552,,,1.0,Male,Monthly,Credit Card,Mobile,South,Standard,
49.0,3921.3042040496075,201.81812738367094,83.0,5.0,5.0,Male,,Net Banking,Mobile,West,Standard,No
20.0,1116.9936757804958,135.81675026352644,5.0,3.0,5.0,Female,Yearly,,Mobile,East,Basic,Yes
44.0,,,32.0,,4.0,Male,Monthly,,,North,Premium,Yes
,1468.4084240775687,244.10465029165053,86.0,13.0,4.0,Male,,Net Banking,Mobile,,Basic,No
49.0,,137.92420925346562,70.0,,2.0,Male,Quarterly,,DSL,,Standard,No
67.0,,147.2935241241388,35.0,0.0,9.0,Female,Monthly,Debit Card,Mobile,,,
,4891.431897095242,330.09425141990573,22.0,8.0,9.0,,Yearly,UPI,Fiber,,Basic,No
,,484.42597919144663,,14.0,1.0,Female,Yearly,UPI,Mobile,,Standard,
,,303.80041427689065,,5.0,6.0,Female,Yearly,Debit Card,Fiber,East,Basic,No
22.0,2695.343197668631,43.104836197158306,22.0,7.0,0.0,,Monthly,Debit Card,Mobile,West,Basic,No
35.0,993.8128940487658,42.413888857763155,112.0,2.0,,Male,,Credit Card,Mobile,East,,Yes
45.0,2965.817700381618,475.95449431855513,,7.0,5.0,Male,Yearly,,Fiber,North,Premium,Yes
59.0,,152.15894120213014,,1.0,2.0,Female,Monthly,,Fiber,West,Standard,Yes
39.0,4299.6068723282715,50.57315811082534,77.0,11.0,1.0,Female,Yearly,Credit Card,Fiber,,Standard,No
38.0,941.3716135291006,301.5270706394389,106.0,3.0,1.0,,Yearly,UPI,Fiber,North,,
23.0,2697.0851165980016,313.7061452536817,3.0,2.0,8.0,Female,Quarterly,UPI,DSL,East,Standard,
,1175.2189911229293,326.00988595875066,,9.0,,,,Credit Card,Fiber,West,Premium,No
22.0,1961.0416710052698,137.36400378948295,60.0,0.0,6.0,Male,Quarterly,,Mobile,South,Basic,Yes
58.0,,12.479788686165142,76.0,14.0,4.0,Female,Monthly,,Mobile,East,Standard,Yes
29.0,2642.081582159449,482.6826078799636,87.0,12.0,6.0,Male,Yearly,Net Banking,DSL,South,Premium,No
43.0,2191.4972831559617,,14.0,12.0,3.0,Male,Monthly,,Fiber,West,,No
63.0,2275.143253565159,339.63301258601103,97.0,6.0,7.0,Female,Monthly,UPI,Mobile,South,Premium,No
51.0,2567.5104578269397,354.78178558996126,18.0,10.0,9.0,Male,Monthly,UPI,DSL,North,Premium,Yes
,,,113.0,9.0,9.0,,Yearly,Net Banking,Mobile,,Standard,No
31.0,4514.381100231055,159.88916013575587,105.0,1.0,6.0,Male,Quarterly,Credit Card,DSL,East,Standard,Yes
43.0,,139.19264561321256,73.0,3.0,9.0,,Yearly,,DSL,East,,No
62.0,4041.065238148828,,23.0,,,Female,,Net Banking,Fiber,South,,Yes
,1919.3310308660573,433.7173386377873,74.0,5.0,5.0,Female,Quarterly,Debit Card,DSL,North,,Yes
,3596.60617738944,473.63319581708083,83.0,7.0,4.0,Male,Monthly,,Mobile,West,,No
43.0,2469.214058249264,57.42337317986003,47.0,1.0,,Male,,UPI,Mobile,South,Standard,Yes
64.0,1646.0177992072304,,69.0,6.0,,Female,Yearly,,Fiber,,,Yes
39.0,4283.922107416652,472.64444809762443,,5.0,4.0,,Quarterly,Net Banking,Fiber,East,,
64.0,,369.5849380257223,,12.0,9.0,,,UPI,,South,Premium,
47.0,4557.928964609406,,87.0,,2.0,Female,,,Fiber,,,No
60.0,2576.6485908113036,105.30315389699486,30.0,,8.0,Female,Quarterly,,,,Standard,Yes
,3367.406645637262,295.85500619915393,25.0,6.0,5.0,Female,Monthly,,Mobile,West,Standard,Yes
,3467.092649926022,352.06409923664944,28.0,0.0,9.0,Female,Quarterly,,Fiber,,,Yes
43.0,4528.029833179414,341.65538329625144,98.0,,,Female,Yearly,,Fiber,,,Yes
53.0,3365.013569752433,207.03508697901557,109.0,7.0,6.0,Male,Quarterly,,Fiber,East,Premium,No
18.0,,12.620471387197696,112.0,10.0,3.0,,Quarterly,Credit Card,DSL,West,,No
25.0,799.9341825231048,293.54839811811024,,,2.0,,Yearly,Debit Card,DSL,North,Basic,No
,2832.8360987534184,,25.0,14.0,7.0,,Yearly,Credit Card,Mobile,East,Basic,
52.0,1175.7605036766874,227.87585184073072,74.0,2.0,3.0,Male,Yearly,UPI,DSL,East,,Yes
69.0,3818.451959246685,479.0026024664896,,13.0,0.0,Male,Quarterly,,DSL,North,Standard,No
32.0,2804.9986436570352,,106.0,1.0,5.0,,Monthly,,DSL,West,Premium,No
,3561.02500643759,420.7017952988912,110.0,11.0,9.0,Female,Quarterly,Credit Card,DSL,North,,No
39.0,687.5280527107292,98.3275998458793,58.0,2.0,0.0,Female,Quarterly,UPI,,,,No
31.0,881.5640722061145,,94.0,10.0,4.0,Female,Monthly,Net Banking,Fiber,North,Premium,Yes
43.0,3723.45524628207,488.618442447277,,5.0,6.0,Female,Yearly,,Mobile,North,Premium,No
45.0,,55.437084932103716,,12.0,,,Quarterly,Debit Card,DSL,West,Premium,Yes
,820.6552749436637,9.118371402460046,25.0,13.0,1.0,Male,Monthly,Debit Card,Fiber,West,Basic,No
,554.4881385569935,219.6234823531441,78.0,2.0,3.0,,Yearly,Net Banking,Fiber,,,Yes
,,50.849614110426764,99.0,,1.0,Female,,UPI,Fiber,South,Basic,No
19.0,3818.787617565531,375.45025308973453,116.0,4.0,0.0,Female,Quarterly,UPI,Mobile,South,Standard,No
62.0,,457.70158860503665,48.0,,2.0,,Yearly,Debit Card,Fiber,South,Basic,Yes
43.0,,,,,2.0,Male,Yearly,Credit Card,Mobile,South,Standard,Yes
,2073.664533856323,133.06226286694329,10.0,6.0,6.0,,Monthly,UPI,Mobile,,,No
68.0,3985.9408903153185,220.02964290827185,99.0,13.0,0.0,Male,Monthly,,DSL,West,Basic,Yes
24.0,,363.1066698357505,75.0,,8.0,,Yearly,UPI,,West,,
,,9.481809982283634,,7.0,,Male,,,Fiber,North,Basic,Yes
64.0,,,85.0,2.0,3.0,Male,Yearly,Debit Card,Fiber,East,Premium,
,942.7804237102879,308.57938401925264,,3.0,2.0,,Quarterly,Credit Card,,North,Standard,No
,,,86.0,5.0,2.0,Female,Monthly,Credit Card,Mobile,,,No
,3939.676979997812,124.80092959053422,45.0,10.0,1.0,Female,,Net Banking,,,Premium,No
64.0,1692.7089274625182,358.4560980721727,,6.0,1.0,Female,Yearly,UPI,DSL,East,Standard,No
62.0,594.2523246391077,50.238785734229324,119.0,8.0,9.0,Male,Monthly,Credit Card,Mobile,South,Basic,
35.0,869.7725036439231,103.6388165510664,81.0,12.0,4.0,Male,Monthly,UPI,DSL,West,Premium,No
55.0,4855.370156802637,,64.0,0.0,8.0,Male,Quarterly,Net Banking,,East,Premium,No
52.0,1829.5014986483911,370.6679596096503,64.0,,1.0,,Yearly,Debit Card,Fiber,East,Premium,
68.0,3961.5041652716013,11.8040492356159,2.0,14.0,1.0,Male,Quarterly,Credit Card,Fiber,,Standard,Yes
,3310.986059844187,,76.0,7.0,,,Quarterly,UPI,DSL,West,,Yes
42.0,2218.7283784380315,111.13120908161646,,7.0,,Male,Quarterly,Credit Card,Fiber,North,,No
54.0,,,82.0,5.0,1.0,Male,Monthly,UPI,DSL,,,No
,1046.238881717329,127.54208628854377,,3.0,,Female,Quarterly,UPI,,,,No
27.0,3267.5583561749,35.950516392708636,75.0,2.0,5.0,Male,Monthly,UPI,Mobile,South,,Yes
56.0,3985.852012870046,232.17555571542607,16.0,10.0,4.0,,Monthly,,Mobile,West,Standard,
,3397.569140935088,367.70307001915177,,,0.0,,Quarterly,Debit Card,Mobile,East,Basic,
56.0,2886.3595996212125,305.33220373513103,,,5.0,Female,Quarterly,Credit Card,DSL,West,Standard,
,,338.0714759560495,18.0,12.0,0.0,Female,,Debit Card,Mobile,East,Basic,Yes
43.0,,45.16884337543838,99.0,,2.0,Male,Quarterly,UPI,Mobile,South,Standard,No
,4094.2138624455856,475.9879015375097,117.0,6.0,9.0,Male,Yearly,UPI,Mobile,West,Standard,
,1817.6991651543412,420.0534577522973,59.0,10.0,4.0,Male,,Debit Card,Mobile,East,,No
,4909.866482114828,403.51970765535305,90.0,0.0,9.0,Male,Quarterly,Debit Card,DSL,,Basic,No
30.0,3208.4671533634496,412.3769834956749,16.0,10.0,4.0,Female,Quarterly,,Mobile,North,Standard,
37.0,3120.901961932609,466.6917015257169,6.0,5.0,9.0,,Quarterly,UPI,Fiber,,Premium,
,3866.3293074328944,,57.0,6.0,5.0,,Yearly,,Fiber,West,Basic,
,4152.964046405619,104.13959884447482,,11.0,9.0,Female,Yearly,Net Banking,Fiber,,Standard,No
27.0,,310.3078858870079,107.0,6.0,7.0,Female,,,Fiber,South,Basic,Yes
20.0,1076.4308586479,372.7263393656298,47.0,8.0,4.0,Female,Quarterly,UPI,Fiber,North,Basic,Yes
58.0,2022.2037769752428,370.26910971024256,,10.0,,Male,Yearly,,Fiber,West,Basic,No
,4676.376381467224,263.11726696260564,,10.0,,Male,Monthly,Net Banking,DSL,,,No
35.0,1510.7702532973335,38.887066070121136,42.0,9.0,,Male,,Credit Card,,West,Basic,No
64.0,2174.75160726881,188.70090452291328,76.0,4.0,3.0,,,Net Banking,Mobile,,Premium,No
53.0,,460.77947118936186,,0.0,7.0,,Yearly,Credit Card,Fiber,West,Premium,No
64.0,2477.3224536250345,294.30221032992586,,,,,Yearly,Net Banking,DSL,South,Premium,Yes
,3258.2281212253647,271.4743119115781,,14.0,4.0,,Monthly,,Fiber,North,,No
,4743.841269851184,,103.0,3.0,1.0,Male,,,Mobile,South,Premium,Yes
64.0,1583.1172032462723,187.38221535870656,118.0,4.0,5.0,Male,Quarterly,,Mobile,East,Premium,Yes
25.0,1046.7561933541313,448.1963141308188,2.0,8.0,5.0,Male,Yearly,UPI,DSL,,Standard,No
57.0,,334.8992085257837,,10.0,9.0,Male,Yearly,,,East,Premium,No
66.0,,,59.0,14.0,9.0,,Monthly,,DSL,North,Basic,
61.0,3406.148656948427,,,0.0,5.0,Female,Monthly,Debit Card,DSL,South,Premium,
36.0,,316.9723736307982,27.0,2.0,8.0,Female,Yearly,,Fiber,North,Premium,Yes
59.0,4171.761225358778,127.94988632788773,79.0,4.0,7.0,Female,Quarterly,,Fiber,,Premium,
,4376.164983635463,354.2031109903257,72.0,2.0,7.0,Male,Monthly,UPI,Mobile,West,,No
,,216.66266018315196,7.0,3.0,0.0,Male,Yearly,Credit Card,,,Basic,Yes
23.0,4635.169401377995,224.06002983329907,63.0,14.0,4.0,Female,Yearly,UPI,DSL,West,,Yes
,1635.0845907801272,326.4145506655564,111.0,13.0,6.0,,Quarterly,,Fiber,East,Basic,No
,3897.688679358252,468.4589076271187,119.0,2.0,5.0,,Quarterly,Debit Card,DSL,South,Standard,No
,,36.683141571267356,46.0,,4.0,Female,Monthly,,,East,,No
,4288.993488005277,413.2479024867688,63.0,13.0,7.0,Female,Monthly,Net Banking,,,Basic,Yes
,3778.2080472272596,149.7296396540356,104.0,14.0,2.0,Male,Monthly,Credit Card,DSL,South,,No
54.0,3994.013509248761,224.74012998065703,12.0,12.0,5.0,Female,Yearly,Debit Card,Mobile,,Basic,No
50.0,,15.847097743629433,13.0,12.0,4.0,Female,Monthly,Debit Card,Mobile,West,Standard,No
39.0,1298.429462613681,154.01780852798495,43.0,14.0,7.0,,Yearly,Credit Card,Fiber,,,No
38.0,2952.6211350362223,253.80246510191458,17.0,14.0,,,Monthly,Debit Card,Mobile,West,,Yes
23.0,4931.013827860287,32.807158286982315,,0.0,7.0,,Quarterly,UPI,,West,Basic,Yes
,4718.246299237036,248.09238604466674,81.0,,9.0,Female,Quarterly,Debit Card,DSL,,Basic,Yes
65.0,694.2818110865526,,36.0,7.0,1.0,Female,Yearly,,Mobile,East,,
,1241.666670782467,57.169642963363586,85.0,3.0,8.0,Male,Quarterly,UPI,DSL,,Premium,No
47.0,,,8.0,6.0,8.0,Male,Yearly,,Fiber,South,,No
28.0,3766.90959493383,207.78717142111634,,1.0,9.0,,Yearly,Debit Card,Mobile,,Basic,Yes
47.0,,329.31098868954734,90.0,1.0,9.0,,Quarterly,Net Banking,Mobile,West,Premium,
48.0,1460.8011483980235,,80.0,5.0,5.0,Female,Yearly,UPI,Mobile,North,,
41.0,2776.3371182832307,83.94866995797236,36.0,,3.0,Male,Quarterly,Credit Card,DSL,,,
26.0,4283.1636260504,,28.0,1.0,,,Monthly,Net Banking,DSL,West,Basic,
,3797.606951448128,39.8935130933566,118.0,14.0,5.0,Female,Monthly,,Mobile,,,Yes
68.0,2940.0674247133175,96.8951189261153,93.0,14.0,4.0,Female,Quarterly,UPI,DSL,South,,Yes
48.0,,333.78859556953927,47.0,5.0,5.0,Female,Quarterly,Debit Card,DSL,West,Premium,No
57.0,2787.6224611232597,441.4368528625365,76.0,10.0,6.0,Male,Quarterly,Net Banking,Mobile,East,Standard,
,1838.9680309346925,407.9922143676251,101.0,14.0,,,Quarterly,Debit Card,Mobile,East,,No
53.0,3042.5989678655724,,30.0,1.0,8.0,Male,Monthly,,DSL,South,Premium,
,3599.983859225408,59.66377238849582,23.0,3.0,7.0,,Yearly,Credit Card,Mobile,East,Standard,No
,4429.9531213736345,148.14778591649517,16.0,6.0,5.0,Female,Yearly,Net Banking,Mobile,South,Premium,
23.0,3363.3110929066165,158.35440328462215,,7.0,5.0,Male,Monthly,,Mobile,,Premium,No
,3925.046916694211,,74.0,14.0,4.0,Female,Yearly,Debit Card,Mobile,West,Premium,Yes
37.0,1220.3223572955785,259.92780155631294,71.0,2.0,0.0,,Monthly,Debit Card,DSL,,Premium,
45.0,2577.0086348890545,270.0991383654379,109.0,13.0,,,Yearly,,Mobile,North,,No
28.0,541.9922892219198,181.65855770969955,,14.0,8.0,Male,,UPI,Fiber,East,,
21.0,1610.0548903473036,180.12563357453584,37.0,,8.0,Male,Quarterly,,,East,,No
32.0,3769.077718008522,415.13502096351027,29.0,8.0,7.0,Female,Quarterly,,Fiber,North,,Yes
23.0,4963.144781072136,395.69995991824436,67.0,,,Male,,Net Banking,Mobile,East,Basic,Yes
66.0,946.3014481424716,,15.0,7.0,2.0,,Monthly,UPI,,East,Premium,Yes
47.0,2306.724421375797,457.32527971726336,100.0,7.0,0.0,Male,Yearly,,Fiber,North,,
55.0,4100.319359146218,476.6434334162405,47.0,12.0,7.0,Male,Yearly,Credit Card,Mobile,East,Premium,Yes
,1418.1603558300449,166.73755830487022,46.0,13.0,6.0,Male,,,Mobile,,Standard,Yes
19.0,2997.8822718602883,180.44034965256216,52.0,3.0,4.0,Female,Monthly,Debit Card,,East,Premium,Yes
,3798.8208321335364,255.28890594386962,19.0,0.0,9.0,Female,Yearly,Net Banking,Fiber,West,Premium,No
,3271.934526170806,470.8548022041684,77.0,,,,Quarterly,UPI,DSL,East,Standard,No
,1346.1113057693726,438.7781194054442,106.0,0.0,9.0,,,,DSL,West,Premium,No
43.0,2099.2305590858277,55.77114147887695,,1.0,3.0,Female,Quarterly,Net Banking,Mobile,West,Premium,Yes
68.0,4027.0630301842875,199.40171791935103,64.0,13.0,8.0,Male,Monthly,,DSL,East,Basic,Yes
,2994.019313594075,278.91873892613705,37.0,14.0,9.0,,Quarterly,UPI,DSL,,Standard,No
61.0,523.5332609431073,254.05057391301233,27.0,11.0,1.0,Female,Quarterly,UPI,Mobile,,Premium,
22.0,3924.4584201264224,100.96221862876187,55.0,13.0,8.0,,Quarterly,UPI,Fiber,,Premium,Yes
23.0,658.9010972310758,430.11430172823657,116.0,8.0,8.0,Male,Monthly,Debit Card,,East,,No
43.0,3855.8020222905448,340.0856875834345,29.0,12.0,4.0,,Monthly,,,North,,No
21.0,1411.1625207435684,419.7646455516428,20.0,1.0,0.0,Male,Monthly,Net Banking,Fiber,North,,No
36.0,4811.330660537211,430.0883182779887,25.0,1.0,,Female,Monthly,,DSL,South,,No
37.0,,375.43614756454116,70.0,5.0,9.0,,Yearly,Credit Card,Fiber,,,Yes
50.0,,222.4092476186101,63.0,,9.0,,Monthly,Net Banking,DSL,East,Basic,No
,1169.996226496001,,36.0,12.0,3.0,Female,Quarterly,Net Banking,Mobile,East,,No
66.0,1875.2189697059669,84.38087602927286,,,8.0,Male,Monthly,,DSL,North,Premium,
29.0,4444.928428226903,338.4544816500793,22.0,,,,,,DSL,,Basic,No
64.0,4983.504519322613,93.73036159094397,,12.0,2.0,Male,Yearly,,Fiber,West,Premium,Yes
18.0,2157.3928872808174,348.5050473025276,16.0,,5.0,Male,Yearly,,DSL,South,Standard,No
43.0,2518.7478392954417,118.65108957321449,18.0,5.0,,Male,Quarterly,,Mobile,East,,No
,3749.3192219123166,63.18789357435889,,13.0,5.0,Female,Monthly,Debit Card,Mobile,,Premium,No
55.0,4487.881012092836,86.81582262076392,54.0,7.0,4.0,Female,Monthly,Debit Card,Mobile,South,,
,3168.6995038405285,5.986106933439783,100.0,10.0,,Female,Monthly,Debit Card,Fiber,,Basic,No
28.0,2261.865641800232,360.77611083749747,30.0,5.0,9.0,Male,Quarterly,Net Banking,Fiber,South,,Yes
53.0,2356.798283818807,,,1.0,,,,UPI,DSL,North,Premium,No
,,,19.0,0.0,1.0,Male,Yearly,Credit Card,DSL,West,,
60.0,,84.87458652241493,87.0,4.0,6.0,,Yearly,UPI,DSL,West,Basic,Yes
20.0,3288.152018569283,46.35939706779143,34.0,13.0,1.0,Male,Monthly,Debit Card,Fiber,,,No
,2099.7185469861083,,,8.0,5.0,Male,Quarterly,Net Banking,Fiber,West,Standard,Yes
23.0,,87.04534759778424,43.0,7.0,4.0,Female,Quarterly,Net Banking,DSL,East,Premium,No
67.0,918.4578792040948,445.97348981665766,62.0,13.0,3.0,Female,Monthly,UPI,Fiber,South,Basic,
,3146.910201267757,,118.0,12.0,6.0,,Monthly,UPI,Fiber,East,Premium,Yes
